chunk_id,stratum,initial_effective_labels,cascade_labels,cascade_confidence,flash_labels,flash_confidence,pro_available,pro_labels,pro_confidence,final_reference_labels,final_event_id,final_reviewer,final_batch_id
kiNIcjJd5w8_b73c97f15b6719c3ee46,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-4b33ca73b7ece4936a9188bf,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiNIcjJd5w8_cccc78aa6bc509e82c68,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.96,,0.65,1,SEGURO,0.96,SEGURO,codex-5cd0a7f5a6b3e7a380e0736b,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiNIcjJd5w8_cf9f1729ec3b7790f628,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.8,1,,0.65,RACISMO_DISCRIMINACION,codex-02f12e88cad61907e5948423,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiNIcjJd5w8_e548888599505ada6872,"('CONTENIDO_SEXUAL', 'deepseek-v4-pro', 'resolved')",CONTENIDO_SEXUAL,CONTENIDO_SEXUAL,0.9,CONTENIDO_SEXUAL,0.9,1,CONTENIDO_SEXUAL,0.9,CONTENIDO_SEXUAL,,,
kiNIcjJd5w8_e7b5e871b268be632222,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-4e5e740691c45796fef66c63,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiNIcjJd5w8_ea2ebb66ccf59a4c8b84,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-7492446ca413b5405628bf12,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiNIcjJd5w8_ec39e22c8ae5438316b9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
kio6ItUrVP0_13d2acd6b2fdb3dd7f2a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kio6ItUrVP0_e95d5aac04faccd1d026,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.93,,0.65,1,SEGURO,0.93,SEGURO,codex-499796d98c2cda3056d030a9,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kiv890bg_Cs_5c7e9230b86781482ca6,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
klMHwtBHmh0_53ae949e5cc34a3a1746,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
klMHwtBHmh0_91648d4741c49bae50d6,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.9,RACISMO_DISCRIMINACION,0.85,1,SEGURO,0.9,SEGURO,33cafed8-0ec6-5226-9151-c983d4000289,reviewer-879d60dc246ead2d,
knNw0zcjxCY_2a70e8473e166566a7e0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knNw0zcjxCY_6d112761dedf45e15563,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_33b3d3e09e9755f236ab,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_3a12fc3c22ad9c005a76,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_69d8c4bc3841fab08a23,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_6cc9fb50ae868d6446d0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_720b29bc421bfe0e10e2,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_a297a367929477f2f0e3,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_ac6c20d9c421a8c6090e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knOdIzOa8JA_e0ad970f0c2d0fb9e810,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kndeGUgfFZU_21721eaa0f7daa56ab23,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kndeGUgfFZU_44361d84ce37aaec6a09,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kndeGUgfFZU_c217ce8fa4ce09328636,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kndeGUgfFZU_c90ae2444a432f3477ec,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knt6KrPQywY_23ab107f27a9992733ab,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knt6KrPQywY_3e273b01bf92aff89b50,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knt6KrPQywY_72b05003a610e4eccb41,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,0.85,1,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,,,
knt6KrPQywY_824005b97201efc5cc4a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
knt6KrPQywY_8b4a446fabb13ee5f608,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
knt6KrPQywY_da452ec1b454c3b00463,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-304efdbe89c83070b22f4eb3,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
koFxmCuykFY_efbaee5025d740fb9289,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
koFxmCuykFY_f553e403f7d3ff6f8543,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.93,,0.65,1,SEGURO,0.93,SEGURO,codex-4d1af9c851b1f8f5ca705c31,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
koFxmCuykFY_fd8c26be01464d8062a8,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
kok3HeKYk8A_e8a81ff6b7ee9a00cb94,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
kpIsCfL2rHY_00400327caed9220db10,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_1d8f9c88ec15c1542841,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_215ea19e68fecda5c87b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_4386aa539ec9827e2598,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_64760ba806f79c475805,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_775a0cae5f914af756bb,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.95,1,SEGURO,0.9,SEGURO,,,
kpIsCfL2rHY_80e38584dd1eecd6226a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_96d0beeaa8c718a441ed,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
kpIsCfL2rHY_a044fda25c3576b2a21d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_ad39159163053b44cea0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_b463408a80efd9c41ee4,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_c7cbe7130c4de630cb41,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_d77cb762ffb4a84409fc,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kpIsCfL2rHY_e9613ccffb56abea84dd,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,1.0,SEGURO,1.0,0,,,SEGURO,,,
kpIsCfL2rHY_f17defffb14aa999a3bd,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kq-coUFAOXY_70cee1bab1bb1e14d6f8,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,0.85,1,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,,,
ks3e_5ieYpA_43eab42972e04457c92b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ks3e_5ieYpA_79b0a6c53200fb66d26b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ks3e_5ieYpA_8dabf6bbdbc38412d024,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ks3e_5ieYpA_b9925946cd516ce27419,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ks3e_5ieYpA_ef9628f58a7e9c656ec1,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ksc7S1oS5Aw_189744a1770dbf88fd6c,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.9,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,1,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,,,
kuF1zvHfT-E_db2d49290c40bd913056,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_0f6f774f49b765ad920a,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kufw0UybGW4_13d171a55966f93cddfb,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kufw0UybGW4_1a2ca028dcd4cceb2ccd,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_3f12dc02c5121ecab809,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_4d7ddfd65e68818192c2,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_4e9856eb0165110a735e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_59d2c615e66c314c2d28,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_6c4bf2154c77f395f1c0,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kufw0UybGW4_7a5ed429ad3befde0b8d,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kufw0UybGW4_7bcb814d46de7c067bfc,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_afe86a5ae6032d341b39,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kufw0UybGW4_bbbb789c192304dadf5b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kvM-c0DDc94_2c6512d1ad528033e85d,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
kvkEUp0ZOno_507f874b03028d51923d,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
kvkEUp0ZOno_6aa0ec55781b608bc717,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-246f110a551363606820bba3,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kvkEUp0ZOno_b2151f3194b08c92e256,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,,0.65,1,SEGURO,0.9,SEGURO,,,
kvkEUp0ZOno_f98101d684344d08b39c,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
kw69ldp5nnw_0cd1355b68d32ae977dd,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.85,1,,0.65,SEGURO,codex-26065d5d47a4ca46f21b5238,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kwNy1XlI8U4_201d54c97a301d8e4c1c,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
kwNy1XlI8U4_5d731fc1a6cb0d49aed7,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.97,,0.65,1,SEGURO,0.97,SEGURO,codex-936d433d0073eeb64cd4a16c,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kwNy1XlI8U4_8c9c484e3cc04b0b18e5,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kwazUAhpCk0_12855e1414ef1201acb9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kwazUAhpCk0_568ea6e263a3cb1d99e7,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kwazUAhpCk0_653815f1c4526934bd97,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kwazUAhpCk0_db2d8c62451d9f8e8a62,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
kzZVO2O7XaU_25c1019817aae9540d9d,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-9568b9fee5c04332cdd9c7e8,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
kzZVO2O7XaU_640fbce5ed7855e52ca1,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
kzZVO2O7XaU_c1787f27ff1a733942c8,"('CONTENIDO_SEXUAL', 'deepseek-v4-pro', 'resolved')",CONTENIDO_SEXUAL,CONTENIDO_SEXUAL,0.95,CONTENIDO_SEXUAL,0.95,1,CONTENIDO_SEXUAL,0.95,SEGURO,ea874b1e-e25b-55d1-a634-2b32fd252948,reviewer-879d60dc246ead2d,
l-3RU46fHrY_1c67e9cc408a576f126e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-3RU46fHrY_23b19b1ae7d65aae1e87,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l-3RU46fHrY_2bddc4f3f0858dc9f3e9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-3RU46fHrY_4dd53870c93bd4dacea5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.5,,0.6,1,,0.5,SEGURO,codex-e48f9c4455d664c8f74556e5,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_583e7ed322d8ce372e33,"('ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,1,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,,,
l-3RU46fHrY_5998de7d65be6a5c5ca2,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.5,1,,0.65,SEGURO,codex-1a3510b9a823165cac669e28,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_786aa99f830e3b776c03,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-944f2b26762cf19547d482e4,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_7a8d258dc90420dde1db,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.95,1,,0.65,SEGURO,codex-b803dfa5fbf83f97c8222e73,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_811c0c9b13b02bc2fd8f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-3RU46fHrY_8f7ff80263f9efe52e49,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.8,1,,0.65,RACISMO_DISCRIMINACION,codex-10e591cc50c6036e9779ab24,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_a0ca8918b5fe2430ac5c,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.75,1,,0.65,RACISMO_DISCRIMINACION,codex-7bd288f95b0c50576f2c2511,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_b4b3d4a086e05542d5b9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l-3RU46fHrY_c0b2c85898dd2b091351,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,ACOSO_AMENAZA,0.8,1,,0.65,SEGURO,codex-31a76c59ed1a8e92e84c4d19,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_cea5921316e41f2db25b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l-3RU46fHrY_cfe53ddbc70ed3ccec88,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,ACOSO_AMENAZA,0.8,1,,0.65,SEGURO,codex-6e4c96e021e080ff29f99dc8,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_d9ff0b42ce7c79b26d46,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,1,,0.65,ATAQUE_POR_GENERO_IDENTIDAD,codex-4346859ea00d5201e49b6584,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-3RU46fHrY_e08b235803980d01a8db,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-3RU46fHrY_edd553f0005e1f69ddba,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,0.8,1,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,,,
l-3RU46fHrY_fc7a3e73c3d0fb67d64b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l-Omn1Diw8g_727ca1ce5505a4ceebf3,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-Omn1Diw8g_85ecc7fe4817b1844df2,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
l-Omn1Diw8g_c252f186485c41224cb9,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-813fffb22ed969e527de8dd0,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
l-Omn1Diw8g_c49f9f37f24230cbffbf,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l-Omn1Diw8g_cc53d7bd1928c23939d4,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
l-Omn1Diw8g_cd2b4a3ae38b8c78cf46,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l05qLk204DA_5c247199aa7de3beb709,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,,0.65,1,SEGURO,0.9,SEGURO,,,
l0GWwCsx1dU_0e78db45be1da6de234e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l0GWwCsx1dU_15e68094c968c326a3d0,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,RACISMO_DISCRIMINACION,0.65,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.85,1,RACISMO_DISCRIMINACION,0.65,SEGURO,a5e77903-1bac-5188-bfd3-e7777b424936,reviewer-879d60dc246ead2d,
l0GWwCsx1dU_295470c85f26cdf195f8,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l0GWwCsx1dU_38b4027d6bebd7fe0e00,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.85,ACOSO_AMENAZA,0.65,1,ACOSO_AMENAZA,0.85,ACOSO_AMENAZA,,,
l0GWwCsx1dU_43105ee32e86ca8e0001,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.95,ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL,0.85,1,SEGURO,0.95,SEGURO,05ed1fb0-1262-5cb8-8767-33467c6dee56,reviewer-879d60dc246ead2d,
l0GWwCsx1dU_6cd5d6e6de89785e8c38,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.9,ACOSO_AMENAZA,0.8,1,SEGURO,0.9,SEGURO,bb63b2cc-6f77-55a9-a566-290a75653d41,reviewer-879d60dc246ead2d,
l0GWwCsx1dU_90663b20307ed5635b1a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l0GWwCsx1dU_95dbd1477e9227de937b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l27N-UZwU30_6c962183000c4b789f20,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l2XMlMvXBRQ_08af73ed1820bc5f0e09,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
l2XMlMvXBRQ_4990f80bdb8681442724,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
l2XMlMvXBRQ_7857ce20de93e3421c1c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
l2yKTiwZ70M_4aa7643e6f214686705e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
